task_id,benchmark,entropy,length_words,bucket,pass_fp,pass_q,model,technique,degraded,helped
BigCodeBench/158,BigCodeBench,5.244818349809623,55,Low,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/159,BigCodeBench,6.082324686346654,110,High,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/160,BigCodeBench,6.594156346746142,183,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/161,BigCodeBench,6.2511684692444565,123,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/162,BigCodeBench,5.8616007397504815,95,High,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/163,BigCodeBench,5.59340034860444,72,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/164,BigCodeBench,6.014839610644452,89,High,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/165,BigCodeBench,5.632659765557392,64,Low,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/166,BigCodeBench,6.145408147161064,118,High,1,0,Qwen2.5-Coder-7B-Instruct,AWQ,1,0
BigCodeBench/167,BigCodeBench,5.947845823084418,88,High,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/168,BigCodeBench,5.964387644400935,89,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/169,BigCodeBench,5.978642410322123,94,High,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/170,BigCodeBench,5.88052476290018,90,High,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/171,BigCodeBench,6.266086507800775,134,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/172,BigCodeBench,5.294309137239127,60,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/173,BigCodeBench,5.841052369680907,87,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/174,BigCodeBench,5.435273332151943,67,Low,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/175,BigCodeBench,6.362880404771009,156,High,1,0,Qwen2.5-Coder-7B-Instruct,AWQ,1,0
BigCodeBench/176,BigCodeBench,5.609057507296055,78,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/177,BigCodeBench,6.0028759833561285,93,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/178,BigCodeBench,5.355630689177166,72,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/179,BigCodeBench,6.192244872578634,137,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/180,BigCodeBench,5.959304950564273,97,High,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/181,BigCodeBench,5.185816304394412,55,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/182,BigCodeBench,6.055077628219283,93,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/183,BigCodeBench,5.150324384887384,49,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/184,BigCodeBench,7.182527968925715,175,High,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/185,BigCodeBench,6.193282581901292,95,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/186,BigCodeBench,5.759183719779186,80,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/187,BigCodeBench,6.161533376414887,91,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/188,BigCodeBench,6.44597413289772,124,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/189,BigCodeBench,6.120229079166717,97,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/190,BigCodeBench,6.025789567121026,122,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/191,BigCodeBench,5.7376941743193655,90,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/192,BigCodeBench,6.338039816898148,108,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/193,BigCodeBench,6.455681878942965,213,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/194,BigCodeBench,5.691956523742682,75,Low,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/195,BigCodeBench,4.8505343870129645,42,Low,0,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,1
BigCodeBench/196,BigCodeBench,5.785134161292539,101,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/197,BigCodeBench,5.434427959536127,68,Low,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/198,BigCodeBench,5.981159702874662,122,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/199,BigCodeBench,6.504796297601683,150,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/200,BigCodeBench,5.689809474103899,82,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/201,BigCodeBench,5.811590785901459,111,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/202,BigCodeBench,5.32923993181758,72,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/203,BigCodeBench,5.770551563912267,72,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/204,BigCodeBench,5.64152338991825,65,Low,1,0,Qwen2.5-Coder-7B-Instruct,AWQ,1,0
BigCodeBench/205,BigCodeBench,5.990740760310783,92,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/206,BigCodeBench,4.963216209035258,53,Low,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/207,BigCodeBench,5.198101883546501,47,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/208,BigCodeBench,5.931345749062127,126,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/209,BigCodeBench,5.6767336819377725,72,Low,1,0,Qwen2.5-Coder-7B-Instruct,AWQ,1,0
BigCodeBench/210,BigCodeBench,5.690254490614657,87,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/211,BigCodeBench,5.266914520155992,56,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/212,BigCodeBench,5.49587634211718,85,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/213,BigCodeBench,5.595973202073108,90,Low,1,0,Qwen2.5-Coder-7B-Instruct,AWQ,1,0
BigCodeBench/214,BigCodeBench,5.638471355518837,72,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/215,BigCodeBench,6.291538885162144,125,High,0,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,1
BigCodeBench/216,BigCodeBench,5.701209564709829,100,Low,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/217,BigCodeBench,5.6721898083188105,113,Low,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/218,BigCodeBench,6.112928326336732,123,High,1,0,Qwen2.5-Coder-7B-Instruct,AWQ,1,0
BigCodeBench/219,BigCodeBench,5.471665031077731,100,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/220,BigCodeBench,5.808751351247167,84,High,0,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,1
BigCodeBench/221,BigCodeBench,6.3544777886054336,116,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/222,BigCodeBench,5.55285575194573,80,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/223,BigCodeBench,6.343473956456797,140,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/224,BigCodeBench,5.959200727214465,159,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/225,BigCodeBench,5.68201599528136,79,Low,1,0,Qwen2.5-Coder-7B-Instruct,AWQ,1,0
BigCodeBench/226,BigCodeBench,5.582644981137962,70,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/227,BigCodeBench,6.229261392788777,169,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/228,BigCodeBench,6.291654707978248,143,High,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/229,BigCodeBench,5.889548340087887,95,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/230,BigCodeBench,6.154993393414601,119,High,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/231,BigCodeBench,5.80609895975067,96,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/232,BigCodeBench,6.01439185688558,102,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/233,BigCodeBench,6.1024471275944245,105,High,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/234,BigCodeBench,5.865635733538894,109,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/235,BigCodeBench,5.941108939837473,112,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/236,BigCodeBench,5.996792104191914,108,High,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/237,BigCodeBench,6.010174453172381,112,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/238,BigCodeBench,5.917888542207537,96,High,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/239,BigCodeBench,6.118426977631667,104,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/240,BigCodeBench,5.496966990003134,59,Low,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/241,BigCodeBench,5.601893984232553,81,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/242,BigCodeBench,5.896422923894944,93,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/243,BigCodeBench,6.2378931099567545,99,High,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/244,BigCodeBench,5.5658353003519165,105,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/245,BigCodeBench,5.836714492978694,69,High,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/246,BigCodeBench,6.072658242200413,152,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/247,BigCodeBench,6.252231747184925,109,High,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/248,BigCodeBench,5.342634010006702,61,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/249,BigCodeBench,6.063194698135019,93,High,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/250,BigCodeBench,5.591771669014776,82,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/251,BigCodeBench,5.429003731107056,70,Low,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/252,BigCodeBench,5.839826738065286,78,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/253,BigCodeBench,5.724191481544082,78,Low,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/254,BigCodeBench,5.115303359518974,56,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/255,BigCodeBench,5.914671909967524,91,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/256,BigCodeBench,5.752447903466422,106,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/257,BigCodeBench,5.657963659459966,79,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/258,BigCodeBench,6.120169288839408,143,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/259,BigCodeBench,5.837312109983479,96,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/260,BigCodeBench,5.768392813726551,95,High,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/261,BigCodeBench,5.703926854683051,81,Low,1,0,Qwen2.5-Coder-7B-Instruct,AWQ,1,0
BigCodeBench/262,BigCodeBench,5.3740573772988505,56,Low,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/263,BigCodeBench,6.040538932945216,96,High,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/264,BigCodeBench,5.930192900200254,113,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/265,BigCodeBench,5.404799102497941,79,Low,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/266,BigCodeBench,5.185375407352566,53,Low,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/267,BigCodeBench,5.895689928122552,105,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/268,BigCodeBench,6.070930231037756,99,High,0,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,1
BigCodeBench/269,BigCodeBench,6.29148443765198,132,High,1,0,Qwen2.5-Coder-7B-Instruct,AWQ,1,0
BigCodeBench/270,BigCodeBench,5.4655602832042485,69,Low,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/271,BigCodeBench,5.953928056651581,112,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/272,BigCodeBench,6.270405546303768,161,High,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/273,BigCodeBench,6.587146211688308,216,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/274,BigCodeBench,6.413225719313906,162,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/275,BigCodeBench,5.621827545886886,79,Low,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/276,BigCodeBench,5.165463998631682,81,Low,0,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,1
BigCodeBench/277,BigCodeBench,5.9894886870099295,94,High,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/278,BigCodeBench,5.852075002831199,81,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/279,BigCodeBench,6.147461112330261,104,High,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/280,BigCodeBench,5.921040320853644,109,High,1,0,Qwen2.5-Coder-7B-Instruct,AWQ,1,0
BigCodeBench/281,BigCodeBench,5.648955904159996,72,Low,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/282,BigCodeBench,5.59049465075019,75,Low,1,0,Qwen2.5-Coder-7B-Instruct,AWQ,1,0
BigCodeBench/283,BigCodeBench,5.540369125143361,76,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/284,BigCodeBench,5.572362859939173,63,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/285,BigCodeBench,5.474527190344814,65,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/286,BigCodeBench,5.883987283399407,87,High,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/287,BigCodeBench,5.289898095464287,60,Low,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/288,BigCodeBench,5.219783230714408,76,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/289,BigCodeBench,6.013360394186669,86,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/290,BigCodeBench,5.406890595608518,60,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/291,BigCodeBench,5.37405737729885,56,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/292,BigCodeBench,5.614564546060618,83,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/293,BigCodeBench,5.169969392667922,89,Low,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/294,BigCodeBench,5.58502798189955,78,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/295,BigCodeBench,5.553808443351081,91,Low,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/296,BigCodeBench,5.826362734223704,108,High,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/297,BigCodeBench,5.1981018835465,47,Low,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/298,BigCodeBench,6.395121623145467,168,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/299,BigCodeBench,5.275497816864927,94,Low,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/300,BigCodeBench,6.16454615997313,137,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/301,BigCodeBench,5.69155682950114,83,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/302,BigCodeBench,6.242665442723392,132,High,1,0,Qwen2.5-Coder-7B-Instruct,AWQ,1,0
BigCodeBench/303,BigCodeBench,5.914411982042861,98,High,1,0,Qwen2.5-Coder-7B-Instruct,AWQ,1,0
BigCodeBench/304,BigCodeBench,6.227105674680347,130,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/305,BigCodeBench,5.525502123995105,70,Low,0,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,1
BigCodeBench/306,BigCodeBench,5.762980205811214,82,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/307,BigCodeBench,5.734512381750776,76,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/308,BigCodeBench,6.422288087417013,163,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/309,BigCodeBench,5.668682990827825,81,Low,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/310,BigCodeBench,5.737262635501183,78,Low,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/311,BigCodeBench,5.622021690438194,75,Low,1,0,Qwen2.5-Coder-7B-Instruct,AWQ,1,0
BigCodeBench/312,BigCodeBench,5.343898136046725,51,Low,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/313,BigCodeBench,5.919443824176215,89,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/314,BigCodeBench,5.484069531114784,64,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/315,BigCodeBench,6.268009195155382,127,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/316,BigCodeBench,5.651698124868109,62,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/317,BigCodeBench,5.494309137239126,60,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/318,BigCodeBench,5.68658188256133,82,Low,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/319,BigCodeBench,5.753221083069264,85,Low,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/320,BigCodeBench,5.383755889884965,65,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/321,BigCodeBench,5.95545306188514,143,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/322,BigCodeBench,5.557799819097006,69,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/323,BigCodeBench,6.074801438047944,115,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/324,BigCodeBench,4.90011572407751,41,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/325,BigCodeBench,6.013074310433273,91,High,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/326,BigCodeBench,5.582949637843523,69,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/327,BigCodeBench,5.720772463993187,69,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/328,BigCodeBench,5.940651002953922,95,High,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/329,BigCodeBench,5.893791310737963,91,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/330,BigCodeBench,5.328418303600467,57,Low,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/331,BigCodeBench,5.557228196622326,74,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/332,BigCodeBench,5.301307266176411,52,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/333,BigCodeBench,5.476064195050475,66,Low,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/334,BigCodeBench,5.267456758861195,55,Low,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/335,BigCodeBench,5.865188754394811,87,High,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/336,BigCodeBench,5.416375676407143,59,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/337,BigCodeBench,6.219161241992426,131,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/338,BigCodeBench,5.784261705548279,113,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/339,BigCodeBench,5.536933387049371,71,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/340,BigCodeBench,5.68386043218865,94,Low,1,0,Qwen2.5-Coder-7B-Instruct,AWQ,1,0
BigCodeBench/341,BigCodeBench,6.022801632886597,122,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/342,BigCodeBench,5.774887351563315,102,High,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/343,BigCodeBench,6.242951316768897,132,High,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/344,BigCodeBench,5.526301168709041,71,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/345,BigCodeBench,5.753672579599748,77,High,0,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,1
BigCodeBench/346,BigCodeBench,5.645789468318083,82,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/347,BigCodeBench,5.889902358074071,89,High,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/348,BigCodeBench,5.71659786567412,77,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/349,BigCodeBench,5.822757399040183,97,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/350,BigCodeBench,5.994004667647451,91,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/351,BigCodeBench,5.833325210755079,76,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/352,BigCodeBench,5.872962116391175,167,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/353,BigCodeBench,5.954759238229196,84,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/354,BigCodeBench,5.674079302301196,67,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/355,BigCodeBench,5.987520391811562,154,High,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/356,BigCodeBench,5.777482082019104,102,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/357,BigCodeBench,5.5896021052357,99,Low,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/358,BigCodeBench,5.986859554513293,89,High,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/359,BigCodeBench,5.231200234441707,56,Low,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/360,BigCodeBench,6.111528681151892,131,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/361,BigCodeBench,6.132106572533012,115,High,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/362,BigCodeBench,5.673983715469531,88,Low,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/363,BigCodeBench,5.914478374731997,79,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/364,BigCodeBench,5.639972741909314,77,Low,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/365,BigCodeBench,5.558364648336088,64,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/366,BigCodeBench,5.719108676629643,93,Low,0,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,1
BigCodeBench/367,BigCodeBench,5.674109799659463,102,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/368,BigCodeBench,5.2824842613426,54,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/369,BigCodeBench,5.7338931507790365,75,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/370,BigCodeBench,5.767869827201984,102,High,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/371,BigCodeBench,5.429170379833643,59,Low,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/372,BigCodeBench,5.5609758039057935,60,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/373,BigCodeBench,5.7566185682731845,74,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/374,BigCodeBench,5.308632440797385,55,Low,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/375,BigCodeBench,5.604104070322102,80,Low,1,1,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
BigCodeBench/376,BigCodeBench,5.834183719779185,80,High,0,0,Qwen2.5-Coder-7B-Instruct,AWQ,0,0
